City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
272,Valparaiso,CL,-33.0393,-71.6273,55.04,82,100,3.44,overcast clouds
273,Tilichiki,RU,60.4667,166.1,35.44,82,100,5.32,overcast clouds
274,Saint Anthony,US,45.0205,-93.218,69.69,63,75,10.36,broken clouds
275,Coruripe,BR,-10.1256,-36.1756,77.02,87,8,12.01,clear sky
276,Siavonga,ZM,-16.5382,28.7088,64.17,62,10,3.36,clear sky
277,Prince Rupert,CA,54.3161,-130.3201,44.69,93,100,4.61,light rain
278,Yerbogachen,RU,61.2767,108.0108,55.35,66,54,16.4,light rain
279,That Phanom,TH,16.9364,104.7104,80.71,70,99,6.08,overcast clouds
280,Abu Kamal,SY,34.4506,40.9171,75.79,26,0,5.97,clear sky
281,Buenos Aires,AR,-34.6132,-58.3772,51.94,72,1,2.3,clear sky
282,Pinega,RU,64.7001,43.3936,31.39,94,72,3.56,broken clouds
283,Kalmar,SE,56.6616,16.3616,49.96,81,100,1.99,overcast clouds
284,Nieuw Amsterdam,SR,5.8833,-55.0833,80.02,88,95,6.13,overcast clouds
285,Ostrovnoy,RU,68.0531,39.5131,32.72,84,100,9.06,overcast clouds
286,Nara,JP,34.6851,135.8049,73.49,33,100,4.61,overcast clouds
287,Mae Hong Son,TH,19.3003,97.9685,81.14,78,100,1.1,overcast clouds
288,Kosonsoy,UZ,41.2561,71.5508,61.36,59,88,6.04,overcast clouds
289,Saint-Pierre,RE,-21.3393,55.4781,67.68,68,0,6.91,clear sky
290,Singur,IN,22.8092,88.2294,91.96,71,4,15.66,clear sky
291,Khatanga,RU,71.9667,102.5,33.12,100,100,5.61,light snow
292,Callaway,US,30.153,-85.5699,79.0,86,40,8.05,scattered clouds
293,La Asuncion,VE,11.0333,-63.8628,79.27,79,100,17.16,overcast clouds
294,Senno,RU,59.5336,33.9167,36.27,78,100,5.97,overcast clouds
295,Sun City West,US,33.662,-112.3413,99.9,10,0,4.61,clear sky
296,Dehui,CN,44.5333,125.7,72.79,29,63,15.46,broken clouds
297,Bria,CF,6.5423,21.9863,70.57,93,99,2.13,overcast clouds
298,Hobyo,SO,5.3505,48.5268,79.29,81,7,20.07,clear sky
299,Maceio,BR,-9.6658,-35.7353,78.24,83,0,9.22,clear sky
300,Acari,PE,-15.4311,-74.6158,66.54,78,86,2.44,overcast clouds
301,Beloha,MG,-25.1667,45.05,63.63,81,0,7.4,clear sky
302,Praya,CV,14.9215,-23.5087,73.33,75,100,12.84,overcast clouds
303,Yangjiang,CN,21.85,111.9667,74.5,71,100,3.85,overcast clouds
304,Wilkie,CA,52.4168,-108.7014,49.89,78,100,11.41,light rain
305,Guanica,PR,17.9716,-66.908,82.51,81,100,1.01,overcast clouds
306,Mountain Home,US,43.133,-115.6912,69.84,37,100,14.09,overcast clouds
307,Poltavka,RU,54.3663,71.7632,56.35,62,3,17.18,clear sky
308,Angoram,PG,-4.0625,144.0661,90.63,57,32,1.41,scattered clouds
309,Vanavara,RU,60.34,102.2797,55.49,60,27,13.22,scattered clouds
310,Montepuez,MZ,-13.1256,38.9997,67.23,84,100,4.97,overcast clouds
311,Sarangani,PH,5.4033,125.4636,83.05,78,59,13.58,broken clouds
312,Encruzilhada,BR,-15.5314,-40.9094,67.89,42,93,9.22,overcast clouds
313,Matara,LK,5.9485,80.5353,79.02,90,18,11.95,few clouds
314,San Policarpo,PH,12.1791,125.5072,82.31,81,98,8.23,overcast clouds
315,Katsuura,JP,35.1333,140.3,68.99,57,2,4.18,clear sky
316,Santiago,CL,-33.4569,-70.6483,60.28,62,75,12.66,haze
317,Aden,YE,12.7794,45.0367,86.88,56,63,2.93,broken clouds
318,Coffs Harbour,AU,-30.3,153.1333,64.36,48,100,12.66,overcast clouds
319,Vestmannaeyjar,IS,63.4427,-20.2734,47.25,85,91,17.18,overcast clouds
320,Ati,TD,13.2154,18.3353,85.3,43,100,7.25,overcast clouds
321,Ambon,ID,-3.6954,128.1814,86.14,70,40,2.3,scattered clouds
322,Luanda,AO,-8.8368,13.2343,72.81,90,0,6.71,clear sky
323,Blackwater,AU,-23.5833,148.8833,70.54,40,100,7.58,overcast clouds
324,Kenai,US,60.5544,-151.2583,63.03,41,0,11.5,clear sky
325,Altay,CN,47.8667,88.1167,68.47,33,1,3.62,clear sky
326,Juneau,US,58.3019,-134.4197,62.6,100,100,8.05,overcast clouds
327,Moranbah,AU,-22.0016,148.0466,69.89,48,95,17.49,overcast clouds
328,Kavieng,PG,-2.5744,150.7967,84.47,70,1,7.54,light rain
329,Alta Gracia,AR,-31.6529,-64.4283,46.89,44,0,3.42,clear sky
330,Russell,US,32.3502,-85.1999,83.8,73,0,0.0,clear sky
331,Baykalovo,RU,57.3981,63.7684,48.43,91,100,2.73,light rain
332,Nisia Floresta,BR,-6.0911,-35.2086,76.01,88,31,3.74,light rain
333,Esil,KZ,51.9556,66.4042,50.54,67,4,14.09,clear sky
334,Ingham,US,42.6,-84.3833,54.18,95,100,9.22,mist
335,Riohacha,CO,11.5444,-72.9072,82.69,71,100,11.01,overcast clouds
336,Kavaratti,IN,10.5669,72.642,82.81,81,100,15.08,overcast clouds
337,Sibolga,ID,1.7427,98.7792,80.67,72,19,1.23,few clouds
338,Bajil,YE,15.0584,43.2851,86.49,48,24,2.06,few clouds
339,Auki,SB,-8.7676,160.7034,85.03,68,14,4.85,few clouds
340,Chapais,CA,49.7834,-74.8492,40.12,82,64,3.4,broken clouds
341,Blatnica,BA,44.4864,17.8233,45.63,67,0,3.44,clear sky
342,Harbour Breton,CA,47.4833,-55.7983,43.2,94,6,10.45,clear sky
343,Pingliang,CN,35.5392,106.6861,64.53,53,65,1.63,broken clouds
344,Seydi,TM,39.4816,62.9137,72.3,25,0,14.99,clear sky
345,Barletta,IT,41.3118,16.2908,67.8,71,0,9.26,clear sky
346,Karacakoy,TR,41.4029,28.3834,57.67,72,100,15.79,overcast clouds
347,Touros,BR,-5.1989,-35.4608,78.51,86,100,7.78,overcast clouds
348,Mackay,AU,-21.15,149.2,78.67,69,56,14.41,broken clouds
349,Washington,US,47.5001,-120.5015,61.2,50,7,13.51,clear sky
350,Formosa Do Rio Preto,BR,-11.0483,-45.1931,71.2,89,52,2.86,broken clouds
351,Kyakhta,RU,50.3508,106.4494,68.45,31,7,4.47,clear sky
352,Honolulu,US,21.3069,-157.8583,78.62,78,100,11.5,overcast clouds
353,Peniche,PT,39.3558,-9.3811,59.29,90,20,12.1,few clouds
354,Smithers,CA,54.7804,-127.1743,48.65,75,100,1.43,light rain
355,Vila Velha,BR,-20.3297,-40.2925,69.75,35,0,5.75,clear sky
356,Zarcero,CR,10.1856,-84.3908,62.31,96,100,0.04,overcast clouds
357,Erzin,TR,36.9559,36.2,62.67,81,0,1.97,clear sky
358,Yinchuan,CN,38.4681,106.2731,67.95,38,7,3.33,clear sky
359,Kathu,TH,7.9178,98.3332,87.75,86,96,8.28,overcast clouds
360,Honningsvag,NO,70.9821,25.9704,35.35,69,100,12.66,overcast clouds
361,Gimli,CA,50.6336,-96.9907,47.84,85,37,4.7,scattered clouds
362,Namatanai,PG,-3.6667,152.4333,83.17,75,25,4.79,light rain
363,Aykhal,RU,66.0,111.5,38.77,98,100,2.84,moderate rain
364,Fuyu,CN,45.1833,124.8167,72.25,27,25,12.19,scattered clouds
365,Lucapa,AO,-8.4192,20.7447,68.04,65,4,3.51,clear sky
366,Jinchang,CN,38.4953,102.1739,70.56,14,32,2.86,scattered clouds
367,Oleksandrivka,UA,48.9634,32.2349,42.6,93,13,11.3,few clouds
368,Richards Bay,ZA,-28.783,32.0377,66.67,83,5,12.17,clear sky
369,Nelson Bay,AU,-32.7167,152.15,60.12,60,86,1.99,overcast clouds
370,Dali,CN,25.7,100.1833,64.62,73,87,4.72,overcast clouds
371,Pundaguitan,PH,6.3711,126.1689,82.67,77,85,9.82,overcast clouds
372,Warwick,US,41.7001,-71.4162,61.72,55,100,4.47,overcast clouds
373,Portoferraio,IT,42.8115,10.3146,73.11,63,0,10.2,clear sky
374,Port Hardy,CA,50.6996,-127.4199,46.85,81,64,14.25,light rain
375,Dakar,SN,14.6937,-17.4441,76.08,77,100,9.01,overcast clouds
376,Awjilah,LY,29.1081,21.2869,67.96,58,0,12.91,clear sky
377,Lincoln,US,40.8,-96.667,79.9,76,0,6.91,clear sky
378,Koubia,GN,11.5833,-11.9,74.59,46,77,4.07,broken clouds
379,Todos Santos,MX,23.45,-110.2167,65.44,83,66,6.26,broken clouds
380,Broome,US,42.2506,-75.833,58.01,68,40,4.61,scattered clouds
381,Zemio,CF,5.0314,25.1361,67.39,96,74,0.54,broken clouds
382,Quirinopolis,BR,-18.4483,-50.4517,49.44,64,70,3.83,broken clouds
383,Gornozavodsk,RU,58.3758,58.3211,39.47,95,100,6.82,overcast clouds
384,Mount Gambier,AU,-37.8333,140.7667,57.49,62,87,4.18,overcast clouds
385,Koslan,RU,63.4564,48.8989,31.98,78,80,2.59,broken clouds
386,Alugan,PH,12.2188,125.4808,82.44,81,100,8.16,overcast clouds
387,Ketchikan,US,55.3422,-131.6461,48.67,93,100,11.5,light rain
388,Kamaishi,JP,39.2667,141.8833,66.34,49,21,8.77,few clouds
389,Ankang,CN,32.68,109.0172,65.19,86,100,0.78,overcast clouds
390,Hambantota,LK,6.1241,81.1185,80.1,82,10,17.27,clear sky
391,Kameda,JP,37.8667,139.1167,81.91,40,8,4.59,clear sky
392,Dawlatabad,AF,36.4141,64.9053,73.27,36,1,2.75,clear sky
393,Carutapera,BR,-1.195,-46.02,77.63,90,100,3.47,overcast clouds
394,Emba,KZ,48.8264,58.1442,49.33,65,68,9.1,broken clouds
395,Bonthe,SL,7.5264,-12.505,79.57,86,100,6.38,overcast clouds
396,Batouri,CM,4.4333,14.3667,69.87,98,100,0.54,overcast clouds
397,Abeokuta,NG,7.15,3.35,76.87,94,88,4.34,overcast clouds
398,Margate,GB,51.3813,1.3862,59.88,87,100,1.99,light rain
399,Segezha,RU,63.7415,34.3222,30.58,90,36,7.43,scattered clouds
400,Marevo,RU,57.3146,32.0804,39.18,85,61,7.36,broken clouds
401,Kharan,PK,28.5833,65.4167,82.9,9,0,4.9,clear sky
402,Myitkyina,MM,25.3833,97.4,73.0,93,64,3.27,broken clouds
403,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,14.97,scattered clouds
404,Launceston,AU,-41.45,147.1667,56.8,71,81,10.36,broken clouds
405,Reconquista,AR,-29.15,-59.65,46.13,79,0,3.53,clear sky
406,Rio Grande,BR,-32.035,-52.0986,54.95,71,52,17.4,broken clouds
407,Sinnamary,GF,5.3833,-52.95,78.3,85,99,7.74,overcast clouds
408,Iralaya,HN,15.0,-83.2333,80.04,84,100,11.12,overcast clouds
409,Sabang,ID,5.8933,95.3214,83.26,74,96,15.64,overcast clouds
410,Bluefields,NI,12.0137,-83.7635,78.19,87,100,6.46,overcast clouds
411,Pisco,PE,-13.7,-76.2167,64.02,88,45,11.5,mist
412,Erdaojiang,CN,41.7764,126.0319,69.13,45,94,9.22,overcast clouds
413,Sobolevo,RU,54.4299,31.8996,39.54,91,16,7.05,few clouds
414,Nishihara,JP,26.1842,127.7558,78.46,65,75,17.27,broken clouds
415,Linjiang,CN,41.8069,126.9078,68.86,42,10,5.37,clear sky
416,Puerto Escondido,MX,15.85,-97.0667,84.04,64,77,6.44,broken clouds
417,Voh,NC,-20.9667,164.7,84.74,59,46,4.45,scattered clouds
418,Srednekolymsk,RU,67.45,153.6833,48.34,51,36,7.85,scattered clouds
419,Buala,SB,-8.145,159.5921,85.68,67,22,1.7,few clouds
420,Gidrotorf,RU,56.4744,43.5414,42.78,97,44,8.95,scattered clouds
421,Antalaha,MG,-14.9003,50.2788,70.36,88,62,7.92,light rain
422,Cidreira,BR,-30.1811,-50.2056,59.05,78,87,17.6,overcast clouds
423,Hue,VN,16.4667,107.6,77.11,88,75,4.61,broken clouds
424,Bubaque,GW,11.2833,-15.8333,78.6,84,4,12.17,clear sky
425,Honiara,SB,-9.4333,159.95,87.28,63,19,4.05,few clouds
426,Pringsewu,ID,-5.3582,104.9744,79.34,88,93,4.25,overcast clouds
427,Ambulu,ID,-8.345,113.6058,80.8,82,96,2.48,overcast clouds
428,Shenjiamen,CN,29.9576,122.298,66.07,79,100,9.08,overcast clouds
429,Bull Savanna,JM,17.8868,-77.5902,76.44,88,72,8.79,broken clouds
430,Beira,MZ,-19.8436,34.8389,68.54,90,4,4.34,clear sky
431,Cervo,ES,43.6702,-7.4101,56.97,85,100,1.61,overcast clouds
432,Riacho De Santana,BR,-13.6092,-42.9389,73.24,38,95,7.05,overcast clouds
433,Santa Fe,AR,-31.6333,-60.7,52.02,74,0,1.99,light rain
434,Libenge,CD,3.65,18.6333,68.63,94,100,1.59,overcast clouds
435,Bintulu,MY,3.1667,113.0333,81.61,81,94,4.03,overcast clouds
436,Yubari,JP,43.0378,141.9578,55.92,53,100,9.69,light rain
437,Lieksa,FI,63.3167,30.0167,31.71,83,1,5.5,clear sky
438,Januaria,BR,-15.4833,-44.3667,61.68,34,32,7.96,scattered clouds
439,Camacha,PT,33.0833,-16.3333,63.82,88,40,6.91,scattered clouds
440,Lazaro Cardenas,MX,17.9583,-102.2,81.37,53,20,9.35,few clouds
441,Hofn,IS,64.2539,-15.2082,45.82,92,63,4.74,broken clouds
442,Wajima,JP,37.4,136.9,67.23,52,69,17.9,broken clouds
443,Batamshinskiy,KZ,50.5594,58.2747,43.99,83,81,15.86,broken clouds
444,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.86,86,100,9.06,overcast clouds
445,Paranaiba,BR,-19.6772,-51.1908,50.58,66,79,8.48,broken clouds
446,Omboue,GA,-1.5746,9.2618,77.95,83,100,10.09,overcast clouds
447,Saint-Francois,FR,46.4154,3.9054,66.67,77,100,3.44,overcast clouds
448,Nuevo Ideal,MX,24.8875,-105.0728,78.82,19,100,16.69,overcast clouds
449,Jedrzejow,PL,50.6394,20.3045,44.37,78,11,5.17,few clouds
450,Groa,NO,62.65,8.7167,46.26,92,45,7.07,scattered clouds
451,Sorong,ID,-0.8833,131.25,82.89,75,90,4.81,overcast clouds
452,Krasnogorskoye,RU,52.2953,86.1979,65.5,55,37,4.9,scattered clouds
453,Sterling,US,39.0062,-77.4286,68.41,65,75,5.99,broken clouds
454,Monte Alegre De Minas,BR,-18.8706,-48.8808,46.35,71,11,5.37,few clouds
455,Antofagasta,CL,-23.65,-70.4,60.08,83,17,6.08,few clouds
456,Nizwa,OM,22.9333,57.5333,81.16,23,0,1.3,clear sky
457,Sao Filipe,CV,14.8961,-24.4956,76.69,67,99,6.22,overcast clouds
458,Pangnirtung,CA,66.1451,-65.7125,27.14,83,100,4.47,overcast clouds
459,Olafsvik,IS,64.8945,-23.7142,43.92,93,100,13.67,overcast clouds
460,Chulman,RU,56.8479,124.9104,42.58,74,51,3.78,broken clouds
461,Hvittingfoss,NO,59.4833,10.0167,51.12,60,100,1.01,overcast clouds
462,Ferkessedougou,CI,9.6,-5.2,75.6,80,98,5.84,overcast clouds
463,Zulueta,ES,42.7451,-1.5793,60.67,85,20,3.44,few clouds
464,Codrington,AU,-38.2667,141.9667,56.71,56,99,8.84,overcast clouds
465,Kemijarvi,FI,66.7131,27.4306,30.13,90,10,4.85,clear sky
466,Naryan-Mar,RU,67.6713,53.087,27.86,89,92,3.02,overcast clouds
467,Cherdyn,RU,60.403,56.4787,33.84,98,100,6.06,overcast clouds
468,Zhuanghe,CN,39.7008,122.9911,65.25,63,100,7.94,overcast clouds
469,Nizhnyaya Tavda,RU,57.6731,66.1725,49.55,82,100,8.3,overcast clouds
470,Abu Dhabi,AE,24.4667,54.3667,80.96,81,0,8.05,haze
471,Awassa,ET,7.05,38.4667,60.96,90,100,1.21,light rain
472,Lianran,CN,24.9227,102.485,65.88,76,68,3.8,broken clouds
473,Elizabeth City,US,36.2946,-76.2511,68.02,74,0,8.05,clear sky
474,Vardo,NO,70.3705,31.1107,33.78,75,100,23.02,overcast clouds
475,Tarimoro,MX,20.2833,-100.75,81.63,21,97,0.74,overcast clouds
476,Rosetta,EG,31.4044,30.4164,67.03,71,0,7.56,clear sky
477,Yenangyaung,MM,20.4667,94.8833,86.18,65,16,6.53,few clouds
478,Imeni Stepana Razina,RU,54.8932,44.2963,38.07,94,93,10.83,overcast clouds
479,Plettenberg Bay,ZA,-34.0527,23.3716,63.21,81,100,4.56,overcast clouds
480,Nordborg,DK,55.0573,9.7408,58.86,100,100,1.14,fog
481,Katherine,AU,-14.4667,132.2667,82.72,39,0,6.91,clear sky
482,Mahon,ES,39.8885,4.2658,66.76,94,75,5.75,broken clouds
483,Maraa,BR,-1.8333,-65.3667,70.86,99,100,1.3,light rain
484,Kosmynino,RU,57.5818,40.7643,42.28,97,100,8.3,overcast clouds
485,Karaton,ID,-6.3424,106.1045,79.45,80,54,1.05,broken clouds
486,Bealanana,MG,-14.55,48.7333,53.24,98,47,4.38,scattered clouds
487,Maragogi,BR,-9.0122,-35.2225,77.09,88,100,8.14,overcast clouds
488,Anadyr,RU,64.75,177.4833,41.5,87,40,11.18,light rain
489,Mao,ES,39.8885,4.2658,66.76,94,75,5.75,broken clouds
490,Popondetta,PG,-8.7537,148.2534,82.49,81,11,2.64,few clouds
491,Lahij,YE,13.1667,44.5833,83.05,38,15,4.94,few clouds
492,Tessalit,ML,20.1986,1.0114,88.12,10,99,15.66,overcast clouds
493,Ilhabela,BR,-23.7781,-45.3581,57.56,69,4,13.62,clear sky
494,Kindu,CD,-2.95,25.95,69.01,96,77,1.41,broken clouds
495,Kawalu,ID,-7.3817,108.2082,78.82,78,78,0.31,broken clouds
496,Mayumba,GA,-3.432,10.6554,78.12,85,100,8.93,overcast clouds
497,Bene Ayish,IL,31.7833,34.75,69.24,86,0,1.5,clear sky
498,Maniitsoq,GL,65.4167,-52.9,36.48,66,0,2.82,clear sky
499,Manta,EC,-0.95,-80.7333,76.78,83,75,8.05,broken clouds
500,Batagay-Alyta,RU,67.8006,130.4114,31.87,98,100,3.51,overcast clouds
501,Bambous Virieux,MU,-20.3428,57.7575,73.65,73,20,8.05,few clouds
502,Nouakchott,MR,18.0858,-15.9785,75.13,54,93,12.91,overcast clouds
503,Jasper,US,37.2001,-94.3502,82.54,72,40,5.75,scattered clouds
504,Simbahan,PH,6.3032,120.5836,82.65,74,22,4.99,few clouds
505,Yaan,NG,7.3833,8.5667,76.8,84,100,7.23,overcast clouds
506,Grootfontein,NA,-19.5667,18.1167,52.38,51,0,2.37,clear sky
507,Balingasay,PH,16.3573,119.8564,82.98,73,97,11.92,overcast clouds
508,Buckeye,US,33.3703,-112.5838,102.11,9,0,0.0,clear sky
509,Mecca,SA,21.4267,39.8261,85.19,27,0,2.13,clear sky
510,Manzhouli,CN,49.6,117.4333,67.78,27,22,10.45,few clouds
511,Tavricheskoye,RU,54.5851,73.6395,53.51,80,60,9.8,broken clouds
512,Kijang,KR,35.2442,129.2139,73.02,35,100,10.8,overcast clouds
513,Lishui,CN,28.4604,119.9103,68.41,61,100,2.75,overcast clouds
514,Ballina,AU,-28.8667,153.5667,66.78,71,100,10.58,overcast clouds
515,Liverpool,GB,53.4106,-2.9779,54.61,86,75,10.36,broken clouds
516,Kapit,MY,2.0167,112.9333,81.91,80,57,2.39,broken clouds
517,Neckargemund,DE,49.3922,8.7942,69.42,83,94,5.46,overcast clouds
518,Webster,US,42.0501,-71.8801,60.67,54,100,3.47,overcast clouds
519,Timbiqui,CO,2.7717,-77.6654,75.27,95,100,4.81,moderate rain
520,Khorramshahr,IR,30.4397,48.1664,84.15,15,4,10.63,clear sky
521,Guerrero Negro,MX,27.9769,-114.0611,63.5,67,0,17.09,clear sky
522,Guhagar,IN,17.4842,73.1929,81.05,81,100,5.39,overcast clouds
523,Tautira,PF,-17.7333,-149.15,79.68,77,55,12.12,light rain
524,Nome,US,64.5011,-165.4064,41.16,86,100,8.05,mist
525,Dicabisagan,PH,17.0818,122.4157,81.59,82,96,10.8,overcast clouds
526,Constantine,DZ,36.365,6.6147,62.01,82,0,3.44,clear sky
527,Pacifica,US,37.6138,-122.4869,82.24,64,20,26.46,haze
528,Pandan,PH,14.0453,124.1694,84.0,73,100,9.48,overcast clouds
529,Porto-Vecchio,FR,41.591,9.2795,67.53,82,0,4.61,clear sky
530,Uyuni,BO,-20.4597,-66.825,43.02,20,41,10.65,scattered clouds
531,Panzhihua,CN,26.5851,101.7128,71.22,74,100,2.66,overcast clouds
532,Rantauprapat,ID,2.1,99.8333,77.14,88,63,1.1,broken clouds
533,Kieta,PG,-6.2167,155.6333,86.58,64,44,4.94,scattered clouds
534,Sunbury,AU,-37.5833,144.7333,56.44,70,75,12.66,broken clouds
535,Grand Gaube,MU,-20.0064,57.6608,73.8,74,9,3.0,clear sky
536,Churapcha,RU,62.0025,132.4325,47.61,65,89,6.51,light rain
537,Zhiryatino,RU,53.2228,33.7306,43.12,89,5,6.76,clear sky
538,Greenwood,US,34.1668,-82.1165,75.36,63,0,0.0,clear sky
539,Iquitos,PE,-3.7481,-73.2472,69.84,94,100,2.3,light rain
540,Lucea,JM,18.451,-78.1736,79.86,80,100,0.07,overcast clouds
541,Svetlyy,RU,54.675,20.1347,42.85,75,98,9.57,overcast clouds
542,Laguna,US,38.421,-121.4238,99.05,15,0,18.41,clear sky
543,Namibe,AO,-15.1961,12.1522,68.95,76,0,9.48,clear sky
